text,label
Mercado Livre,LOC
Amei,PER
Nota Zero!,MISC
Super,LOC
Produto,PER
OBSERVAÇÃO,ORG
Gostei,LOC
Fui,PER
Amei,PER
super,LOC
super goste,MISC
Adorei,PER
Recomendo,ORG
Parabéns,LOC
Pedi,ORG
Liguei,LOC
Recebimento Recebi,LOC
Comprei,LOC
Amercicanas,PER
SAC,ORG
Minha,LOC
mediana,LOC
Pai,PER
Matal,LOC
Rio Grande do Sul,LOC
COMPREI,MISC
RECEBI,MISC
Recomendo!,MISC
Entrega,LOC
Top!!,MISC
Pedi,ORG
Atendimento,LOC
Dez Gostei,MISC
Atendimento,LOC
super,LOC
Perfeito Super,LOC
Produto,PER
Comprei,LOC
Abri,PER
Acredito,PER
Gostei,LOC
Comprei,PER
Produto Boa,LOC
bom Ótima,LOC
Gostei,LOC
Bom Espero,LOC
Pedi,ORG
PRODUTO NAO,ORG
CHEGOU Gostaria,MISC
Ruim,LOC
c/,LOC
Gostei,LOC
Entrega,LOC
Sou,PER
Quero,MISC
AMEI,ORG
TAPETE LINDO...,MISC
QUERO COMPRAR,MISC
OUTRO,MISC
super,LOC
Super,MISC
Perfeita,PER
Comprarei,PER
Cancelei,PER
Quero,MISC
Parabéns,LOC
Continua,PER
Nao,MISC
Aprovadissimo  Entrega,MISC
Parabéns,PER
ALÉM DE RECEBER,MISC
PRODUTO ERRADO,MISC
CX,ORG
CARTA,ORG
CLIENTE INSATISFEITA,ORG
PRODUTO ERRADO,MISC
CANCELEI MINHA COMPRA,MISC
Adorei,PER
Quero trocar Qútero,MISC
Pedido,PER
lannister,LOC
Boa,LOC
Recomendo Tudo,PER
Comprei 2,MISC
Carregador,LOC
Excelente Produto,LOC
Perfumes Comprei,PER
Tommy Hilfiger,MISC
Gabriela Sabatini,PER
Pedi,ORG
super,LOC
Produto,PER
Cadê,PER
RECEBI,MISC
PRAZO ESTIPULADO,ORG
Bacana,LOC
Muuito Recomentadado Produto,MISC
DESCRIÇAO,PER
PRODUTO INCO,ORG
bom  Boa,LOC
Amei,PER
Super,MISC
Espero,PER
vcs,LOC
Fui,PER
Compra,LOC
Recebi,MISC
Comprei,PER
Ducha,LOC
SAC,ORG
KDT,ORG
Nota Fiscal,LOC
Cortina,PER
Mt,MISC
Pedi,ORG
cartao6,MISC
Comprei,LOC
Gostei,LOC
Gostei,LOC
Super,MISC
Pedi,ORG
Recomendo,LOC
Quero,PER
Amercicanas,PER
SAC,ORG
Zenfone,MISC
Relógio,PER
boa negociação,LOC
Ótimo  Ótimo,LOC
Ótimo,LOC
ENTREGUE,MISC
"INCOMPLETA!!!
",MISC
O Cartucho de Toner HP,MISC
ENTREGUE,MISC
adorei,PER
Recomendo !,MISC
Total,PER
Tentei,PER
COR,ORG
TECIDO NAO,MISC
Péssima,LOC
Relógio Casio G-shock Ga-100cm-8adr,PER
Lojas,LOC
Lojas Ameri,PER
Recomendo Entregou,PER
Cadê,PER
Qualidade razoável Produto,LOC
Gosto,PER
Américas,LOC
bom Muito,LOC
Quadro,PER
RECEBI MEUS PRODUTOS,MISC
Excelente Produto,LOC
Veio,MISC
Adorei,PER
Recebi,MISC
CERTEZA RECOMENDO,ORG
UNICA RECLAMAÇÃO,ORG
PRODUTO É COBRADO FRETE,ORG
COMPREI 4,MISC
MESMA COMPRA,MISC
PAGUEI 4 FRETE,MISC
ISSO NÃO É BOM,MISC
Acompanha,LOC
Produto de Qualidade,LOC
Gostei do Fone,LOC
RECOMENDO,MISC
EFUSIVAMENTE,MISC
Adorei,PER
Comprei,LOC
Quero,LOC
Entrega incorreta,LOC
Comprei 2,MISC
Correios,MISC
Esperei,PER
Otima,LOC
Recomendadissimo,LOC
FUNCIONOU,MISC
PERFEITAMENTE REFPLICA PERFEITA,MISC
Mandei,PER
O MOMENTO,MISC
ENTREGUE PECO,MISC
GENTILEZA,MISC
ESTORNO DO VALOR,MISC
VALOR,MISC
PAGO,ORG
cuba,LOC
Otimo Recomendo,PER
SUPER RECOMENDO TD DE BOM,MISC
Gostei,LOC
super,LOC
vcs,PER
😘,MISC
JÁ,LOC
COMPREI,MISC
AINDA,ORG
PRODUTO,ORG
Amei,PER
Massageador Facial Anti-Idade Vibração Harmonização Energy,MISC
Ótima,LOC
Natal Natal,MISC
PARABÉNS,ORG
PRAZO PREVISTO,ORG
O PRODUTO É MUITO,MISC
targaryen,LOC
Adorei,PER
Comprei,LOC
Satisfeito,MISC
Recomendo!,MISC
wifi,PER
QUANDO VOU,MISC
Smente Faixa Carro Trenzinho Trator Caminhão M10,LOC
Carro Trator Caminhão Trenzinho M18,MISC
RECEBI,MISC
Bom,LOC
Ameiiiii,LOC
Gostei,LOC
Pedi,ORG
Enviado,PER
Pedido,PER
Irei,PER
Relógio Casio,PER
"Bom dia
",MISC
Comprei 2 controles,MISC
Excelente Recomendo,LOC
samsung,ORG
Nao,MISC
Comprei,PER
Gostei  Dentro,LOC
Adorei,PER
Pedi,ORG
Comprei,PER
bom Tamanho,LOC
Insatisfeita Realizei,LOC
Quero,MISC
Parabéns!!!,ORG
PRODUTO,ORG
"Parabéns 
Recomendo",PER
Pedi,ORG
TÁBUA,ORG
Ñ FOI ENTREGUE,MISC
QUADRO,MISC
LOGO QUERO,MISC
VISTA,MISC
VIA EMAIL DISSERAM,PER
ENTREGUE JUNTO,MISC
Pedido Incompleto Comprei,PER
Recomendo,LOC
MT,LOC
Cascavel,LOC
RJ,LOC
Cancelei,PER
Fico,PER
Att,ORG
Gostei,LOC
😊,PER
SAC,ORG
Minha,LOC
targaryen,LOC
Avarias,PER
Pedido Incompleto Comprei,PER
Ruim Comprei,LOC
Regular Comprei,PER
Aguardo,PER
Americana,LOC
Deslize,PER
super,LOC
Nao,MISC
Quero,PER
Entrega,LOC
"Material ótimo!
",MISC
Lindas bolsas!,MISC
MUITO BOM COMPRA,MISC
CONFIANÇA PARABÉNS,ORG
EQUIPE,MISC
ME ATENDEU MUITO,MISC
TENÇÃO,ORG
Coçar Brasil,PER
Peço,PER
FALTOU,ORG
BOLINAS,ORG
Kit 3 Magnésio Dimalato,PER
Comprimidos,MISC
Cloreto de Magnésio PA 240,PER
Capsulas,LOC
Vale,LOC
Mandei,PER
Precisa,LOC
Hj,LOC
Entrega Gostei,LOC
PRODUTO NÃO,MISC
ENTREGUE,MISC
Comprei,LOC
Pessoa,PER
Solicito,LOC
Péssimo,LOC
vcs,LOC
LINE,ORG
Correios,LOC
Vcs,PER
bom,LOC
Comprei,PER
Ótimo  Chegou,PER
Amei,PER
Duvidosa Gostaria,PER
TIVE UM PROBLEMINHA,MISC
A CAEIRA,MISC
FICOU,ORG
Tapete Maravilhoso,PER
bom Produto,LOC
Produto Entregue,LOC
Loja,PER
Obrigado,LOC
Comprei 2 produtos,MISC
Certo,MISC
Dhea 50ml,MISC
Black skull 300,MISC
Satisfeita Comprei,PER
Comprei,LOC
Vendedor,PER
ENTREGA ATRASO,ORG
ENTREGA,ORG
Correios,LOC
Perfeito Produto,LOC
PRAZO,ORG
RECOMENDO,ORG
Lavabo,LOC
Nao,MISC
Ótimo,LOC
Deveria,LOC
comprei,LOC
madaro,LOC
Certo Recomendo,LOC
Produto,PER
LIV,MISC
arara,LOC
Adorei!!,MISC
Adorei!!,MISC
Espero,PER
CAIXA,ORG
Comprei,LOC
Comprei,LOC
Mandei,PER
Comprei 2 relogios,MISC
Yo-kai,LOC
Ótima Produto,PER
FERA DO TIMÃO,MISC
MAIS UMA PRA COLEÇÃO,MISC
Comprei,LOC
Aguardo,LOC
Top Rápido,MISC
Super,MISC
Pedido,PER
GPS,MISC
Pink,ORG
RECEBI DIREITINHO,MISC
RAPIDO,ORG
COMPRAREI NOVAMENTE,MISC
RECOMENDO FIZ,MISC
CAIXAS,ORG
CAIXAS,ORG
Ótimo,LOC
Ruin Não,PER
HDI,MISC
............................................................................................,PER
Ótimo,LOC
COMPREI 4,MISC
VALOR,MISC
INJUSTOS,MISC
SATISFAÇÃO VOU CANCELAR,MISC
CARTAO FRAUDE AMERICANA,MISC
Suporte De Peito Cinta Peitoral,LOC
Camera Gopro Go Pro,MISC
Adaptador Conector P2 Macho P10,PER
Femea Estereo Microfone,PER
CTT,ORG
Adorei,PER
Recebin,PER
Balde Spin,PER
Cesto,PER
Super Mop Arcani,MISC
Pessima Já,MISC
Amei,PER
"O kit bolsas 
",MISC
O kit,MISC
Caixa,MISC
pedi tres,PER
Recomendo Recebimento,PER
Gostei,LOC
Recibi,PER
Comprei,LOC
Prazo,MISC
Ok,LOC
Nao,MISC
Enviei,LOC
Serviço,MISC
MINHA OPINIÃO RECOMENDO,MISC
ENTREGUE ANTES,MISC
OTIMO,ORG
Parabéns,PER
Bela,PER
Achei,PER
Super,MISC
Adorei,PER
Péssima,LOC
Produto,LOC
Devolvi,PER
super satisfeita,MISC
EMPRESA ENVIOU DOIS,MISC
ALERTOU QUE DEVERIA RECEBER,MISC
RECEBI,MISC
PRIMEIRO,MISC
UM BILHETE ESCRITO,MISC
MAO,ORG
SEDEX INFORMA,MISC
NAO,MISC
Perfeito Muito,MISC
Ótimo Ótimo,PER
TD,ORG
comprei,LOC
minas,LOC
Comprei,LOC
RECOMENDO,MISC
Gostei,LOC
Comprei,PER
Moto G5,MISC
Lojas,MISC
Entrega rápida,MISC
Adorei o Relógio,PER
Adorei,PER
Entrega,LOC
Comprei,LOC
RECEBI,MISC
COMPRA CORRETAMENTE,MISC
POREM,ORG
AGORA,ORG
Otimo Entrega,PER
Pensei,LOC
Lula,PER
Recomendo,PER
Respeito,LOC
gostei,LOC
custo beneficio,PER
Ótimo,LOC
Fertilizantes,LOC
Produto bom,LOC
Penso,PER
Aguardo,LOC
Nao,MISC
Fui,PER
suíça,LOC
Nao vale,MISC
Tenha,LOC
Comprei,LOC
Aguardo,LOC
Adorei,PER
Ótimo,LOC
Pedi,ORG
GOSTEI DA DEMORA,MISC
Otimo Otima,PER
Parabéns,PER
Comprei,LOC
RECOMENDO,MISC
sumil,PER
Super,MISC
Deveria,LOC
Ótimo,LOC
Indico,PER
Ótimo,LOC
Bom Só imaginei,LOC
Entregaram,MISC
Ótimo,LOC
BOM VENDEDOR,LOC
Adorei,PER
SATISFEITO,MISC
A COMPRA,MISC
O PRAZO DE ENTREGA,MISC
Satisfeito,MISC
mac mini,MISC
mac,MISC
Ótimo,LOC
Gostaria,LOC
G4,MISC
wi-fi,MISC
bluetooth,MISC
Ótimo,LOC
O Produto,MISC
Nao,MISC
Nao,MISC
DEMORA!,MISC
FALHA,ORG
RASTREAMENTO!!!,MISC
Nao,MISC
Ótimo,LOC
Recomendo,ORG
Olha,LOC
Amei,PER
Obrigada,LOC
Enviei,LOC
Gostei,LOC
DIFERENTE  ,MISC
RECEBI,MISC
PRODUTO NO PRAZO,ORG
QUALIDADE,ORG
PREÇO,ORG
Comprei 10,MISC
apple,ORG
Ótimo Muito,PER
xbox 360,MISC
one,MISC
Comprei 3 garrafas de vinho,MISC
Comprei,LOC
Comprei,LOC
Capinha,LOC
Recomendo!,MISC
Valeu,PER
Comprei 4,MISC
Comprei,MISC
R$,MISC
Ótimo,MISC
Espero,PER
😊,MISC
Relógio,PER
Espera,LOC
Quero,PER
Terei,PER
Muita,LOC
Recebido,PER
Perfumes Comprei,PER
Tommy Hilfiger,MISC
Gabriela Sabatini,PER
Correios,MISC
Correios,LOC
SUPER RECOMENDO,MISC
Pedi,ORG
Frete,PER
Sugiro,LOC
Recomendo!,MISC
Combo,LOC
Moisés,PER
Comprei 4,MISC
Super,MISC
Recebi,MISC
Vanessa,LOC
Ótimo,LOC
Comprei,PER
Produto,PER
Comprarei,PER
Ótimo Super,PER
internet,MISC
cd,MISC
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,LOC
comprei,LOC
Recomendo!!,MISC
Ótimo Produto,PER
OK !,MISC
Produto esta com a ntrega atrasada,LOC
Enviei,LOC
Comprei,PER
Pendências,PER
Obrigado,LOC
lannister,PER
Descartável,PER
Bom Gostei,LOC
SUPER RECOMENDO AMEI,MISC
FOTO,ORG
CERTEZA VOU EFETUAR MUITAS OUTRAS COMPRAS !!,MISC
Prazo,MISC
Recebemos,PER
Encomendei,PER
Otimo atendimento,MISC
Recomendo,LOC
Comprei,PER
Espero,PER
Sino,LOC
Agradeço,PER
Comprei,PER
Regular,LOC
Comprei,LOC
Cobrei,LOC
Péssimo,ORG
Mercadoria,LOC
Espero,PER
Relógio,PER
😔😓,ORG
lifar,LOC
C,MISC
C,MISC
Comprei,LOC
Ótimo,LOC
Obrigado,LOC
Gostei,LOC
Parabéns,PER
Pedido,PER
Mercadoria,LOC
Quero,LOC
Gostei,PER
Cadê,PER
Ótimo,LOC
Mto,PER
Recomendo,LOC
Comprei,PER
Insatisfeita,ORG
"Parabéns 
Qualidade",PER
"Obrigada 
Janieide",PER
Top Recomendo,MISC
Surpresa Excelente Super Recomento,MISC
Parabéns,LOC
Pulseira Masculina,LOC
Couro Caveira Couro Legítimo +,LOC
Pedra Preto,LOC
Lindo Poderia,PER
USB,MISC
Satisfeito,MISC
Pedido,LOC
Entrega,LOC
Qualidade,LOC
Satisfeito,MISC
RECOMENDO...,MISC
Silvan Muito,PER
Meu,ORG
Entrega FRACIONADA,LOC
MAIS CARO,ORG
P19,LOC
P17,MISC
Super,MISC
bluetooth,MISC
