review_score,review_text,sentiment_label,text_length,product_category_name_english,customer_state
3,"Boa noite, fiz a compra de 2 pendentes e chegou somente 1 no dia 30/11. Gostaria de saber qual o cod de rastreio do pendente que está faltando. Att",neutral,147,home_construction,SP
1,Achei era mais firme..mas além de frágil... Tem pouca aderência.,negative,64,furniture_decor,MG
3,Cortina muito bonita!,neutral,21,bed_bath_table,MG
4,"Sobre o produto n é bom, pq ele n saí quando coloca a escova mesmo com o potinho cheio de pasta, tem q espremer a pasta p sair o creme dental.",positive,142,health_beauty,PE
1,COMPRA REALIZADA DIA 26/01/2018 E HOJE 26/02/2018 PRUDUTO NAO ENTREGUE,negative,70,electronics,DF
5,Super recomendo! Produto de ótima qualidade e entrega perfeita.,positive,63,housewares,PE
4,Recomendo Entrega dentro do prazo.,positive,34,bed_bath_table,MT
2,"Não recebi o produto ainda, peço ajuda.",negative,39,health_beauty,SP
5,Achamos um pouco fraco o cesto de lixo,positive,38,housewares,MS
5,SUPER RECOMENDADO MUITO BOM O SERVIÇO,positive,37,sports_leisure,SP
3,"Boa tarde, sempre gostei de comprar pelo portal lannister,mais ultimamente tenho tido problemas com a entrega. (area de risco) .por isso peço que reveja na página a opção de retirada na loja.",neutral,191,auto,RJ
5,otimi produto entrega excelente,positive,31,fashion_underwear_beach,SP
3,"Bom Bom dia, o produto que comprei, recusei-o mas até agora não me reembolsaram.",neutral,80,computers_accessories,RJ
5,"CONFORME O ANUNCIO, RECOMENDO",positive,29,perfumery,SP
1,Não recebi os produtos nem a Nota fiscal. Além de não conseguir atendimento por telefone.,negative,89,electronics,RJ
4,"Chegou rápido, mas ainda falta um produto que comprei junto(henna de outras loja). Achei o frete caro.",positive,102,bed_bath_table,RJ
2,"Quando eu fui comprar o produto,me falaram q viria em uma data,após a compra apareceu outra data.ele demorou muito pra sair do pagamento autorizado.a loja lannister de jatai está suja e mal cuidada!!",negative,199,,GO
1,"Comprei um kit de carrinho e bebê conforto, so foi entregue o carrinho, estou ha 3 dias entrando em contato por e-mail com a lojas lannister e a targaryen, até agora nem um email sequer de retorno.",negative,197,baby,PA
4,"Super recomendado igual o anúncio acabamento perfeito,ADOREI",positive,60,furniture_decor,MG
1,vou devolver o produto O produto não é como pensei que fosse.,negative,61,bed_bath_table,SP
4,"Ainda estou esperando , recebi um produto comprei 4",positive,51,telephony,RS
5,"O produto chegou 8 dias após a compra, em perfeito estado. 
Recomendo está loja. 
Nota 10",positive,91,toys,SP
1,Não recebi os dois produt Recebi apenas 1 perfume (perfume H2O). O perfume Ototemo NÃO recebi ainda. Estou preocupada pois no pedido consta que recebi dois perfumes!!!,negative,167,perfumery,SP
1,"Pedido prometido para 22/12, ainda não recebido.",negative,48,small_appliances,RS
5,Estou super satisfeita com a minha compra!,positive,42,pet_shop,SP
4,"Entrega Rápida Produto de ótima qualidade e fácil instalação, entrega super rápida, tudo certinho.",positive,98,construction_tools_lights,SP
5,"Produto como na foto, descrito no anúncio, de boa qualidade e entrega super rápida...Recomendo.",positive,95,cool_stuff,PA
5,"a compra foi bem tranquila o produto chegou antes do prazo 
as tesouras são otimas super recomendo 
estou bem feliz obrigada",positive,126,health_beauty,PR
1,"material muito fragil,achei que o produto era melhor",negative,52,office_furniture,SP
1,"Faltou peças do equipamento, estou aguardando retorno no portal, sempre comprei com o stark e nunca tive problemas, na primeira vez que me direcionam para outra loja acontece isso.",negative,180,computers_accessories,SC
5,"gostei muito,totalmente agil e confiavél,recomendo á todos!",positive,59,auto,SP
4,A entrega foi realizada antes do prazo. Não gostei muito da qualidade do produto porém atendeu minhas necessidades...,positive,117,bed_bath_table,SP
5,"realmente ainda não entregou num todo , porém o primeiro bem antes do combinado espero o segundo também seja da mesma forma aí sim será com excelência .",positive,152,auto,RJ
5,Ótima loja e ótimo produto,positive,26,cool_stuff,SP
5,Adoro esse produto ! Recomendo sim.,positive,35,health_beauty,MG
5,"A entrega foi muito rápida, adorei ! O produto veio super bem embalado, recomendo.",positive,82,,SP
1,Já enviei um email sem resposta ao baratheon. Recebi apenas um dos produtos da compra e o q recebi veio diferente da imagem do produto vendido no site e o mesmo tb veio com defeito (manchas). Aguardo.,negative,200,bed_bath_table,SP
2,Chegou quebrada! Chegou quebrada pois a embalagem era péssima,negative,61,perfumery,PR
4,"Tirando o atraso, gostei muito do produto.",positive,42,stationery,MA
4,"bom ,recomendo recomendo,chegou no prazo certo .",positive,48,home_appliances,MG
5,"MUITO BOM ,chegou antes do prazo",positive,32,housewares,SP
5,"Muito bom, entrega rápida Produto atendeu as expectativas e a entrega foi rápida.",positive,81,housewares,SP
3,Entrega feita no limite do prazo. Sem necessidade.,neutral,50,garden_tools,RJ
5,SUPER RECOMENDO RECEBI MUITO ANTES DO PREVISTO.,positive,47,housewares,SP
4,"Recomendo. Apesar do cabo ser um pouco curto, é um ótimo produto. Chegou dentro do prazo estabelecido.",positive,102,housewares,MG
5,Ok Muito bom recomendo,positive,22,electronics,BA
5,"O relógio é pequeno, mas achei super charmosa a pulseira! Amei!",positive,63,watches_gifts,SP
1,Não consigo falar com a loja. Produto veio errado,negative,49,baby,MG
5,Ótima Eles cumprem o que divulgaram,positive,35,bed_bath_table,SP
4,"produto semelhante ao original, entrega rápida.",positive,47,electronics,PR
5,"super recomendada Produto em timo estado, muito legal",positive,53,computers_accessories,MA
4,"Gostei do cheiro, não e forte, serve para trabalhar o dia todo cheiroso...",positive,74,perfumery,GO
5,super agil na entraga,positive,21,health_beauty,RJ
5,Entrega antes do prazo. Muito bom!,positive,34,housewares,SP
5,Muito bom recomendo comprar nesse site,positive,38,health_beauty,SP
4,a entrega foi bem rápida,positive,24,fashion_bags_accessories,SP
5,Ótima Empresa  Correu tudo bem,positive,30,watches_gifts,PB
4,Bom produto Produto em perfeito estado,positive,38,electronics,RJ
5,Preço muito bom. Produto de qualidade. Entrega antes do prazo.,positive,62,furniture_living_room,SP
1,Até o momento eu não recebi minha entrega.,negative,42,bed_bath_table,SP
5,"Boa loja, entregou ate antes do prazo, super recomendo",positive,54,construction_tools_construction,MG
1,Produto com avarias e péssima qualidade,negative,39,toys,SP
2,Acredito que a entrega poderia ser no dia combinado,negative,51,musical_instruments,RS
5,Produto bem embalado e de ótima qualidade.,positive,42,furniture_decor,CE
4,Produto de excelente qualidade!!! Eu recomendo!!,positive,48,home_confort,MG
1,Comprei 02 lanternas e só me enviaram 01. Preciso saber como vai ficar agora?,negative,77,sports_leisure,PE
5,Chegou tudo certo antes do prazo. produto bom,positive,45,computers_accessories,CE
2,"BOA, PODE MELHORAR SÓ HOUVE UM PROBLEMA A TINTA PRETA VAZOU, MELHORAR A EMBALAGEM, COLOCAR ALGUMA COISA PARA NÃO FICAR BALANÇANDO, PERDI BASTANTE A TINTA PRETA.",negative,160,computers_accessories,SP
5,"otimo o investimento não e caro pelo beneficio,",positive,47,health_beauty,SP
4,Produto muito bom. Só o frete que é muito caro.,positive,47,garden_tools,SC
1,"Recebi ate agora só um item, e são dois...",negative,42,baby,ES
5,"Muito bom, recomendo.",positive,21,computers_accessories,SP
5,"Empresa de confiança, mais q indicado.",positive,38,furniture_decor,SP
3,quero saber o motivo de não ter sido entregue o produto - 2 pares de anjos de rede,neutral,82,costruction_tools_garden,MG
5,"Recomendo para todos.Produto original, chegou tudo conforme o combinado.",positive,72,perfumery,RJ
5,"Produto de alta qualidade entregue MUITO antes do prazo, grato!",positive,63,computers_accessories,SP
4,"Precisa melhorar a atenção ao cliente, pois os produtos que comprei vieram pela metade e não enviaram nenhum e-mail para avisar. 
Mesmo assim, agradeço ao serviço prestado!",positive,173,computers_accessories,PB
5,"Modelo lindo, vale a pena comprar.",positive,34,watches_gifts,SP
1,RECEBI MEU PRODUTO PORÉM ELE VEIO COM DEFEITO(COLOQUEI O RELÓGIO NO PULSO E ELE FICOU NO MESMO HORÁRIO QUE COLOQUEI) ESTOU INSATISFEITA .,negative,137,watches_gifts,SP
1,Ruim Comprei outras vezes e todos foram entregues desta vez não recebi e o site informa q recebi,negative,96,housewares,RJ
1,"A loja não cumpriu com o prazo de entrega informado, que seria ""até"" 08/08/2018.",negative,80,,SP
3,A garrafa de vidro ainda não chegou... mas os copos sim... vou aguardar,neutral,71,furniture_decor,RS
5,otimo produto estou gostando muito,positive,34,sports_leisure,MG
1,nao posso avaliar pois ainda nao recebi.26/12/2017,negative,50,bed_bath_table,RJ
5,Boa Fude JF jgjguvjjbujch,positive,25,bed_bath_table,RS
4,Gostei da maleta era como eu queria! fiquei feliz por vcs terem mandado certinho o que comprei.,positive,95,perfumery,SP
1,"MEU PRODUTO AINDA NÃO FOI ENTREGUE, JÁ FIZ MINHA RECLAMAÇÃO E ATÉ AGORA NÃO TIVE NENHUMA PREVISÃO DE ENTREGA. ESTOU SUPER INSATISFEITO E QUERO MEU DINHEIRO DE VOLTA. FOI DENUNCIAR AO PROCON.",negative,190,toys,PB
5,super recomendo muito bem atendildo!,positive,36,fashion_bags_accessories,MS
1,PRODUTO CHEGOU C AVARIAS Até o momento ninguém retornou minha solicitação de reembolso pois a película veio quebrada !!!,negative,120,telephony,MT
1,"o produto não foi entregue, porém está pago",negative,43,sports_leisure,RJ
5,Ótimo produto..... de qualidade..... entrega antes do prazo......... superou as expectativas...... super recomendo.,positive,115,cool_stuff,SC
5,Chegou antes da data prevista....está d parabéns...minha filha amou o presente :),positive,81,toys,RJ
3,"Um dos baldes veio com parafus quebrado, podem trocar com urgencia? obrigada.",neutral,77,housewares,SP
4,"Gostei muito do produto
Chegou antes do prazo estimado.
Agora é só usufruir dos benefícios do adquirido.",positive,106,housewares,RS
5,"Ótimo, não tive problema s com a compra, o stark sempre me informando a situação do produto por emails, dentro do prazo.",positive,120,toys,SP
5,Eu adoro comprar na lannister na loja Americana porque atendimento é bom e as coisas sempre são boas nunca tive problema com a loja americana,positive,141,garden_tools,SP
2,"o produto veio com manchas na pintura da parte de dentro e mal acabado na pintura nas bordas, como se estivesse por descascar.",negative,126,furniture_decor,SP
5,super recomendo  Produto muito bom e bonito satisfeita !!!,positive,58,furniture_decor,SP
1,"Fazem entrega em horário comercial. Nesse período, estamos trabalhando para pagar o que encomendamos",negative,100,sports_leisure,MT
5,super recomendo o produto chegou no tempo previsto o site é confiável parabéns,positive,78,construction_tools_safety,MT
5,A entrega foi rápida e o produto veio da forma correta.,positive,55,bed_bath_table,SP
5,rebotec o produto chegou antes do prazo. muito bom.,positive,51,construction_tools_construction,CE
5,"Super recomendo! O produto chegou dentro do prazo, bem embalado e sem avaria ou defeitos.",positive,89,health_beauty,PB
4,dessa vez veio rápido,positive,21,small_appliances,SP
5,"um pincel o de boca, veio com defeito",positive,37,perfumery,RJ
5,"Bom dia
Meu pedido foi duas saias até o momento recebi uma.
Já veio minha fatura onde já foi descontado.
Gostaria de saber se irei receber.",positive,142,bed_bath_table,SP
1,"Não recomendo Recebi a caixa lacrada, mas a caixa do relógio estava vazia. Procurei um site de confiança para comprar meu relógio e acabei recebendo uma caixa vazia. Isso é um absurdo.",negative,184,watches_gifts,PR
1,Péssimo o procedimento. Vergonha. Nada entregue até agora. Absurdo e descaso com cliente.,negative,89,watches_gifts,RJ
4,"bom,chegou dentro do prazo,estou satisfeito.",positive,44,toys,CE
3,"Produto bom, só achei pequeno.",neutral,30,furniture_mattress_and_upholstery,SP
5,Recomendo Chegou tudo certo e dentro do prazo.,positive,46,home_appliances,SP
1,Não foi NF O produto fala que é felpudo e com mais de 4 cm e não é oque se fala e demorou entrega,negative,97,bed_bath_table,MG
1,Não recebi até 28/04/20,negative,23,furniture_decor,RJ
1,"Chegou somente uma peça e a nota fiscal consta duas e valor de duas peças. 
Aguardo solução do problema",negative,104,bed_bath_table,SC
2,"efetuei a compra de dois (02) toner e recebi somente 01. Já comuniquei a empresa que emitiu a nota fiscal, estou aguardando a resposta.",negative,135,computers_accessories,MS
1,"Gostaria de saber o motivo do NÃO recebimento do produto, visto que fiz uma compra com 4 (quatro) produtos, sendo que três recebi e o controle NÃO.",negative,147,electronics,MA
4,"muito bom Produto de otima qualidade, parabéns.",positive,47,consoles_games,PI
5,"O produto chegou em perfeitas condições, muito bem embalado e conforme descrição do site. Além de ter chegado muito antes do prazo previsto",positive,139,,MG
4,"Bom dia
Eu comprei duas capinhas mas so recebi uma ate o momento
Peço por favor para vocês da uma olhada qual foi o problema
Muito obrigado.",positive,143,telephony,BA
3,"Produto não entregue Somente 1 dos produtos foi entregue (a corda)
Não recebi o palmar.",neutral,88,sports_leisure,RJ
5,Otimo Produto exelente ..loja competente,positive,40,health_beauty,SP
5,"Adorei os pendentes. São lindos, bem acabados, de boa qualidade. Super Recomendo!",positive,81,furniture_decor,SP
3,Sempre gostei de comprar no baratheon. Confio na seriedade dessa loja!,neutral,70,computers_accessories,ES
1,"O produto não é o que eu esperava, o som é baixo, para conexão é bem ruim, detestei esperava uma coisa e veio uma coisa muito, muito diferente do que eu esperava infelizmente não recomendo.",negative,189,cool_stuff,RJ
4,"PRODUTO CHEGOU CORRETAMENTE, ANTES DO PRAZO",positive,43,furniture_decor,SP
4,"Bom produto As toalhas realmente não são grossas, mas são gdes e bonitas. P uso diário gostei.",positive,94,bed_bath_table,SP
5,Tudo certo e chegou rapidinho,positive,29,toys,SP
5,Super recomendo excelente produto,positive,33,office_furniture,SP
5,"Recomendo, produto de otimo qualidade. Veio tudo correto; estou muito satisfeita!",positive,81,,CE
1,Ruim Recebi somente 1 unidade,negative,29,computers_accessories,SP
4,Ficou perfeito e chegou antes do prazo.,positive,39,furniture_decor,MA
1,Comprei dois kit para maquiagem chegou apenas um. Recomendo muito sempre comprei nas lannister sempre chegou certo primeira vez que não veio certo,negative,146,perfumery,PR
4,"Produto top pra quem que apaixonado por fazer drinks, recomendo o produto e a loja tbm que entregou no até antes do prazo.",positive,122,housewares,SP
1,"Fia a compra de 4 jogos de lençóis de cetim, e só recebi 2 jogos!! 
Aguardo contato. Faltaram os jogos na cor vermelha e cobre!! 
Urgência pois são para presentear um amigo em data de casamento!",negative,196,bed_bath_table,SC
4,"O travesseiro vem com uma telinha costurada e não consigo vê-lo direito, contudo percebe-se que se trata realmente do produto ofertado! O gel só da um alívio no calor se você não colocar a fronha :(",positive,198,bed_bath_table,MG
1,NÃO COMPREM COM A LOJA  Fiz o pedido em 30-04-2018 e paguei no mesmo dia o valor do produto. É até hoje 09-06-2018 (mais de um mês) não chegou o produto em minha residência. Vou ter que acionar o órgão competente.,negative,213,watches_gifts,PB
1,Não recebi o produto e até o momento não obtivemos retorno em relação a devolução da fatura e pagamento,negative,103,health_beauty,RJ
4,So precisam cobrar mais dos correios que estão demorando muito a entrega.,positive,73,sports_leisure,BA
5,Produto de ótima qualidade e elegância,positive,38,bed_bath_table,CE
2,Produto veio sujo e mal acabado,negative,31,cool_stuff,SP
4,Atendeu as minhas espectativas,positive,30,construction_tools_construction,MG
1,Não recebi e fiquei sem informação se vai ser cancelado ou vai entrega,negative,70,,PB
1,Solicitei cancelamento da compra. Prazo de entrega muito demorado,negative,65,,SP
1,Meus pedidos não foram entregues.,negative,33,bed_bath_table,RJ
3,Material bom entregue dentro do prazo,neutral,37,furniture_decor,BA
5,"Fiquei muito satisfeita, a entrega foi muito mais rápida do que eu esperava e tudo correu muito bem.",positive,100,cool_stuff,SP
5,"Chegou antes do esperado, produto correto",positive,41,sports_leisure,SP
5,Recomendo A entrega chegou no prazo.,positive,36,health_beauty,PE
5,"chegou no prazo, produto muito bem lacrado em perfeitas condições",positive,65,sports_leisure,MS
3,PDOUTO CORRESPONDE À DESCRIÇÃO,neutral,30,bed_bath_table,MG
5,entrega dentro do prazo e em perfeitas condiçoes,positive,48,sports_leisure,GO
1,"Comprei otoscópio de lâmpada de LED , e recebi de lâmpada incandescente .",negative,73,health_beauty,RS
4,Chegou dentro do prazo.,positive,23,food,MG
1,"meu produto não chegou em minha casa, me enviaram um email dizendo que havia ocorrido uma ocorrência ,mas, não me comunicaram qual e o que fazer.",negative,145,sports_leisure,RJ
2,"Achava que poderia ser um produto com uma certa qualidade melhor, mas é muito instável, não passando muita confiança para deixa o notebook .",negative,140,computers_accessories,SP
3,Foi entregue apenas parte do pedido,neutral,35,health_beauty,GO
5,"Bem embalado,e na data prevista.
Super recomendo,super confiáveis.",positive,67,bed_bath_table,SC
4,Nota 10 ...a entrega foi rápida e o produto gostei,positive,50,auto,MG
5,a cortina e linda so qui na descricao do produto estava marcada com varao e veio sem o varao,positive,92,bed_bath_table,SP
5,10  Só veio ameaçado um pouco em cima mais não vou trocar não,positive,61,costruction_tools_tools,BA
5,"O produto veio em ótimas condições e antes do prazo estipulado, porém o único mal entendido é que no anuncio ele era Branco mas, veio na cor preta.",positive,147,consoles_games,SP
1,"insatisfeita, fiz cinco compras, quatro foram entregues conforme combinado, somente deste vendedor não.",negative,103,watches_gifts,PR
1,O PRODUTO NÃO FOI ENTREGUE,negative,26,,CE
5,O prazo de entrega foi respeitado de forma surpreendente. Abs.,positive,62,furniture_decor,SP
4,Como sempre lannister entrega certinho,positive,38,auto,SP
5,Chegou bem antes do prazo e conforme o anuncio. Muito bom atendimento!,positive,70,watches_gifts,DF
5,Tudo ocorreu perfeitamente.,positive,27,small_appliances,SP
5,Produto entregue antes do prazo,positive,31,computers_accessories,MG
5,"Vale a pena O produto veio corretamente. A loja foi rápida e o produto bem embalado, protegido internamente.",positive,108,sports_leisure,SP
1,"A previsão para receber o produto era ontem 20/12, mas ainda não recebi .",negative,73,auto,SP
5,Ainda veio com papel de presente,positive,32,toys,RJ
5,"O prazo de entrega é um pouco longo, tirando isso tudo perfeito.",positive,64,furniture_living_room,SP
5,Dei de presente...está td certo c o produto,positive,43,health_beauty,MG
1,não entregaram a mercadoria completa,negative,36,auto,PE
5,Entregue antes do prazo pre-determinado. Excelente,positive,50,computers_accessories,MG
5,Super recomendo Chegou dentro do prazo. Adorei as peças!,positive,56,furniture_decor,MG
1,Produto chegou quebrado Produto chegou quebrado e não consigo realizar a troca pelo site da loja.,negative,97,arts_and_craftmanship,SP
1,Não entregou o produto e muito menos um reebolso,negative,48,fashion_bags_accessories,SP
5,Ótima empresa  Excelente loja . Produto entregue rapidamente !,positive,62,books_technical,MS
5,Recebi i procuto antes do prazo determinado...,positive,46,perfumery,SP
5,Tudo dentro do previsto.,positive,24,computers_accessories,DF
5,Entrega no prazo. Produto muito bom.,positive,36,health_beauty,SP
5,Eu gostei muito rápido,positive,22,fashion_bags_accessories,SP
5,axo que o produto é muito fragil ...... nao compraria,positive,53,housewares,SP
1,"Toalhas de banho Nao gostei do produto. As toalhas sao muito finas, nao enxugam!!! Infelizmente vou pensar se vale a pena comprar pela internet sem manusear o produto, principalmente toalhas de banho.",negative,200,bed_bath_table,SP
5,Ótimo produto. Comprei na terça e chegou na sexta ! Recomendo!,positive,62,toys,MG
4,O produto foi entregue em tempo recorde e conforme descrito no anúncio.,positive,71,watches_gifts,MG
5,"Comprei os produtos todos de ótima qualidade.
Entrega foi rápido antes do prazo combinado.
Recomendo a todos essa loja.",positive,121,health_beauty,SP
5,"Chegou bem antes do previsto,recomendo muito!",positive,45,telephony,SP
5,Muito satisfeito a minha mulher adorou,positive,38,health_beauty,SP
3,O produto não veio uma uma caixa. Como sempre compro de revendedora não sei se é assim mesmo. Mas vou testar o produto para ver se realmente é original. Pois há falsificações frequentes deste produto.,neutral,200,health_beauty,SP
3,Houve atraso e tive que ir três vezes no correio para poder retirar o produto que comprei. Não comprei mais quando a entrega for feita pela targaryen.,neutral,150,bed_bath_table,SP
5,Otima Muito boom...entrega bem antes da data prevista..,positive,55,pet_shop,MG
2,Regular Um dos pneus não deu alinhamento a bandagem está fora de centro só poderei usá-lo como estepe,negative,101,auto,SP
5,Entrega super rápida!!!! Amei a cabana e a entrega ocorreu em 1 dia útil.,positive,73,toys,SP
4,Recomenfo os entregues no prazo e petfeitas condições,positive,53,garden_tools,PR
3,Produto Ok Relógio bem bonito...,neutral,32,watches_gifts,MG
3,"Pedi 2 unidades e só recebi 1. Paguei por 2 unidades. Quando vou receber a 2? Aguardo resposta. Recebi 1 unidade no dia 11/1;
.",neutral,128,home_appliances_2,SP
5,super recomendo Produto em perfeito estado! Conforme o anuncio!,positive,63,electronics,SP
4,"Muito desagradável receber dois produtos IGUAIS SEPARADAMENTE, e em dias diferentes sem NOTA FISCAL!
GERA INSATISFAÇÃO.",positive,120,pet_shop,MG
1,Não funciona. Pedi devolução.,negative,29,housewares,SP
4,"O cobre leito é muito bonito, mas depois que lavei ele encolheu um pouco.",positive,73,bed_bath_table,SP
5,O produto é de ótima qualidade! A entrega foi antes do prazo... Recomendo!,positive,74,bed_bath_table,PR
2,"veio produto diferente da foto , modelo diferente",negative,49,baby,RJ
5,O unico detalhe e q co.prei 2 iguais e veio em duas caixas separadas e poderia ter vi do em 1 caixa e diminuir o valor do frete so esse detalahe me chamou atencao.,positive,163,sports_leisure,RJ
1,NÃO RECOMENDO FIZ A COMPRA DE 3 CAIXAS E RECEBI APENAS 2 CAIXAS,negative,63,health_beauty,SP
1,"Me senti lesada , o produto vendido é réplica e das piores. Estou aguardando para mandar produto de volta.",negative,106,,SP
5,O produto veio bem antes,positive,24,watches_gifts,SP
5,Entrega rápida e produto excelente,positive,34,stationery,MG
4,"recomendo O material é bom, o problema é que a bolsa não fecha, não possui zíper, é como uma sacola. Isso me deixou insatisfeita, pois na foto não dá pra perceber e não há informação ou foto interna sobre isso.",positive,210,cool_stuff,MA
1,"Foi enviado um produto que não corresponde em absolutamente nada com oque comprei.
Com fortes indícios do engano ser proposital.
Nem mesmo em sites de televendas menos expressivos, ocorreu tal fato.",negative,200,pet_shop,SP
1,Não recebi os produtos nem a Nota fiscal. Além de não conseguir atendimento por telefone.,negative,89,computers_accessories,RJ
4,recomendado muito bom,positive,21,sports_leisure,DF
5,"O produto foi entregue antes do prazo,e de ótima qualidade!!",positive,60,health_beauty,MG
1,Comprei 2 travesseiros e recebi apenas 1.,negative,41,bed_bath_table,PR
5,Produto conforme anunciado.,positive,27,health_beauty,BA
5,"Eu gostei muito do produto, eu recomendo.",positive,41,toys,SP
3,Eu recebi apenas o sapatinho de marca Bebella. O outro sapatinho de silicone não veio junto.,neutral,92,pet_shop,DF
1,"Comprei a película para celular e não recebi. Houve problema com o pacote no meio do caminho, abri reclamação no correio, no site da lannister, e nada foi feito para resolver, não tive nenhum retorno",negative,199,telephony,SC
5,"Chegou antes que o previsto, tudo certo.",positive,40,sports_leisure,RJ
5,Bandeja  Excelente vendedor,positive,27,housewares,SC
2,"Produto veio mal lacrado, derrubou tinta em tudo",negative,48,computers_accessories,SP
1,"Não consigo obtive nenhuma posição quanto ao estorno, produto não chegou.",negative,73,,SP
5,produto muito bom  produto entregue no prazo combinado.,positive,55,furniture_decor,SP
1,"Ja passou o prazo de entrega 
E o produto ainda nao chegou 
O que aconteceu?????",negative,82,books_imported,MG
2,Não recebi o produto ainda.,negative,27,auto,PR
4,Produto de qualidade.,positive,21,stationery,SP
5,Rapidaentrega e boa assistencia ao cliente,positive,42,sports_leisure,BA
1,produto não chegou não tive nenhuma resposta do vendedor ate hj a nota foi faturada no dia 4/11/2016 com previsao de chegada para dia 28/11/2016 ate agora nem produto e nem posiçao do venddedor,negative,193,consoles_games,SP
4,"PRODUTO ENTREGUE DENTRO DO PERÍODO ESTIPULADO. AINDA ASSIM, UM PRAZO TÃO LONGO É MOTIVO PARA EU PENSAR 2 VEZES ANTES DE COMPRAR NOVAMENTE. PARA QUEM NÃO TEM PRESSA, BOA OPÇÃO.",positive,175,furniture_decor,MG
3,O produto veio faltando algumas peças a empresa se prontificou a envia las estou aguardando,neutral,91,office_furniture,SP
1,"Boa trade!
Comprei 2 produtos e o mesmo não foi entregue corretamente. Foi adquirido dois controles desta empresa e dentro da caixa continha somente 1. Preciso que resolvam o problema urgente.",negative,193,electronics,MG
3,material entregue dentro do prazo. Faltou o principal...o aparelho celular deveriam ter me informado o motivo pelo qual nao foi aprovado o pagamento.,neutral,149,telephony,SP
5,Muito boa e muito top,positive,21,perfumery,GO
5,***** Compra rápida e entrega dentro do prazo. Recomendo!,positive,57,health_beauty,BA
2,Produto chegou com um pequeno defeito.,negative,38,office_furniture,MG
5,Produto entregue dentro do prazo . Gostei muito.,positive,48,market_place,SP
3,"O produto estava com a embalagem violada, porém, testei e não tinha nenhum item faltando no conteúdo.",neutral,101,health_beauty,SP
3,"O MATERIAL DO PRODUTO É BOM, MAS DEIXA A DESEJAR NO IMÃ QUE FECHA A CARTEIRA. É COM POUCA PRESSÃO, E COM UMA SEMANA DE USO, JÁ NÃO FECHA MAIS COMO DEVERIA. E FICA SOLTANDO LINHA DA COSTURA. MEDIANO",neutral,197,telephony,RJ
5,Recomendo a loja. Tudo correto!,positive,31,home_confort,RO
5,Produto de boa qualidade! !!,positive,28,health_beauty,BA
1,Problemas na entrega Não seria justo não recomendar a loja pois não recebi o produto pois o Correios não entregou. Talvez seria interessante a loja utilizar outra transportadora.,negative,178,computers_accessories,RJ
5,Produto excelente! Exatamente como anunciado! Entrega rápida!,positive,61,fixed_telephony,RS
3,"produto devolvido no ato da entrega ,nao correspondia para ninha necessidade",neutral,76,auto,SP
5,Cumpriu com perfeição,positive,21,auto,BA
5,"O produto de ótima qualidade, chegou embaladinho pra presente, lindo, lindo!!!",positive,78,watches_gifts,RS
1,Não recebi o produto correto. Estou esperando um retorno até agora.,negative,67,sports_leisure,RS
1,Passou dos dias previstos.,negative,26,,SP
3,ENTREGA NÃO EFETUADA,neutral,20,bed_bath_table,SP
4,Os produtos cheragam porém não eram exatamente os que estavam na fotos mais da pra usar,positive,87,bed_bath_table,MG
1,"Ainda não recebi, prazo expirado...",negative,35,telephony,RS
1,"não recomendo Recebi o material bem antes do prazo informado, mas fiz o pedido para receber a caixa do Pet na cor azul e entregaram na cor rosa.",negative,144,,SP
1,"não recomendo Não cumprem os ´prazos e ignoram a expectativa do cliente.
Falta profissionalismo.
Impossível recomendar.....",negative,125,health_beauty,PE
1,"o produto veio correto e no prazo, porem veio com uma peça quebrada",negative,67,furniture_decor,GO
5,Entrega antes do previsto. Tudo ótimo!,positive,38,toys,RJ
2,"regulart era para ser entregue 4 produtos tres e depois mais um, so foi entregue dois produtos",negative,94,watches_gifts,SP
4,"bom demoraram a colocar nos correios, mas depois foi rápido, mas atrasou !",positive,74,pet_shop,RJ
5,eu sou artesã vou pintar .. só depois posso dizer algo.,positive,55,bed_bath_table,RJ
5,Recebi antes da data prevista.produto tudo em ordem,positive,51,computers_accessories,PI
5,produto entregue dentro do prazo correto,positive,40,costruction_tools_tools,SP
5,Produto entregue no prazo,positive,25,garden_tools,PE
2,"A mercadoria chegou parcialmente, encomendei duas unidades, e rebemos até agora apenas uma unidade, no status do pedido, marca mercadoria entregue. Tento fazer contato pelos telefones, e só cai em gra",negative,200,stationery,RS
5,serviço excelente. Entrega antes do prazo.,positive,42,perfumery,SP
5,"Entrega super rápida, muito antes do prazo. Produto conforme o esperado!",positive,72,furniture_decor,SP
1,Não recebi o produto. Comprei três luminárias e só chegou uma...,negative,64,furniture_decor,PR
5,"Muito bom!chegou no prazo certinho e foi muito rápido, adorei!!😍😍",positive,65,,PA
2,"Tive que comprar um cabo que não veio com o adaptador,adaptador incompleto para o uso.",negative,86,electronics,RJ
5,"A mochila é boa,o zíper agarra um pouco mais é por causa do material da mochila que é tipo uma napa ou lona",positive,107,stationery,RJ
1,"ainda não tive resposta sobre a devolução do valor pago, estou esperando respostas sobre o meu pedido, se não tiver nenhum resposta vou colocar uma nota bem grande no reclame aqui.",negative,180,furniture_decor,SP
5,A lannister sempre se superandoo,positive,32,cool_stuff,SP
